서울ㆍ인천ㆍ경기도,서울,A02,2022-07-18 00:00,구름많음,24,31,30
서울ㆍ인천ㆍ경기도,서울,A02,2022-07-18 12:00,맑음,24,31,20
서울ㆍ인천ㆍ경기도,서울,A02,2022-07-19 00:00,구름많음,24,31,30
서울ㆍ인천ㆍ경기도,서울,A02,2022-07-19 12:00,구름많음,24,31,30
서울ㆍ인천ㆍ경기도,서울,A02,2022-07-20 00:00,구름많음,24,30,30
서울ㆍ인천ㆍ경기도,서울,A02,2022-07-20 12:00,구름많음,24,30,30
서울ㆍ인천ㆍ경기도,서울,A02,2022-07-21 00:00,구름많음,24,31,20
서울ㆍ인천ㆍ경기도,서울,A02,2022-07-21 12:00,맑음,24,31,20
서울ㆍ인천ㆍ경기도,서울,A02,2022-07-22 00:00,맑음,24,32,20
서울ㆍ인천ㆍ경기도,서울,A02,2022-07-22 12:00,구름많음,24,32,30
서울ㆍ인천ㆍ경기도,서울,A01,2022-07-23 00:00,흐림,24,31,40
서울ㆍ인천ㆍ경기도,서울,A01,2022-07-24 00:00,흐리고 비,25,30,70
서울ㆍ인천ㆍ경기도,서울,A01,2022-07-25 00:00,흐림,25,31,40
서울ㆍ인천ㆍ경기도,인천,A02,2022-07-18 00:00,구름많음,23,29,30
서울ㆍ인천ㆍ경기도,인천,A02,2022-07-18 12:00,맑음,23,29,20
서울ㆍ인천ㆍ경기도,인천,A02,2022-07-19 00:00,구름많음,23,28,30
서울ㆍ인천ㆍ경기도,인천,A02,2022-07-19 12:00,구름많음,23,28,30
서울ㆍ인천ㆍ경기도,인천,A02,2022-07-20 00:00,구름많음,24,29,30
서울ㆍ인천ㆍ경기도,인천,A02,2022-07-20 12:00,구름많음,24,29,30
서울ㆍ인천ㆍ경기도,인천,A02,2022-07-21 00:00,구름많음,24,29,20
서울ㆍ인천ㆍ경기도,인천,A02,2022-07-21 12:00,맑음,24,29,20
서울ㆍ인천ㆍ경기도,인천,A02,2022-07-22 00:00,맑음,24,29,20
